Title,PropertySize,TotalPrice,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,Description,URL,CrawlDate
ویلایی،هنرور دوطبقه ونیم,120,58,بدون اتاق,1392,Not Found,Not Found,سند: قول‌نامه‌ای | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,پارکینگ ندارد | انباری | بالکن ندارد | جنس کف سرامیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش شومینه | تأمین‌کننده آب گرم آبگرم‌کن,"باسلام ویلایی 58مترزمین 
120متر بنا در2طبقه ونیم
منطقه ای عالی ورو به رشد 
هنرور8
قابلیت اضافه کردن یک طبقه دیگر 
2تاطبقه مستقل قابل استفاده 2خانوار
2تاگاز
برق واب 
وصل به اگو 
فقط تا 5  اسفند",https://divar.ir/v/ویلایی-هنرور-دوطبقه-ونیم/wZwKGLob,2025-02-15
آپارتمان 80متری طبقه دوم شیک وتمیز طبرسی شمالی,80,1٬030٬000٬000 تومان,2,1400,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری,"✅خدایاشکرت

✅آدرس دفتر املاک.طبرسی شمالی 28 خالقی 8 چهارراه اول سمت راست املاک غیور

✅مشخصات آپارتمان 
طبقه دوم
دو خواب
کف سرامیک 
کابینت MDF
گاز رو میزی 
هود
کمد دیواری 
سقف نور عالی 
تخلیه 
پشت حاشیه طبرسی 
دسترسی به امکانات رفاهی 
آدرس ملک طبرسی شمالی 24رجب زاده 3

✅املاک غیور
به آینده خوش آمدید
سرمایه گذاری درمسکن
عضو رسمی اتحادیه املاک مشهد
رهن واجاره سریع 
خرید و فروش فوری 
برای بازدید موارد مشابه هم موجود هست

املاک غیور گامی موثربرای خانه دار شدن 

دوستان عزیز فقط کافی است با یک بار تماس با مشاوران برتر وبا تجربه ما در منطقه طبرسی شمالی ملک دلخواه خود تان را از ما بخواهید 

املاک غیور با پیش از 25سال تجربه وخدمت صادقانه در خدمت همشهریان وزائران ومجاوران محترم در پایتخت معنوی ایران مشهد الرضا (ع ) هستیم 



املاک غیور 
با تشکر",https://divar.ir/v/آپارتمان-80متری-طبقه-دوم-شیک-وتمیز-طبرسی-شمالی/wZsa4tWk,2025-02-15
فروش آپارتمان 110 متری 2 خوابه در محله نیرو هوایی,110,5٬000٬000٬000 تومان,2,1403,1,6,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,"با سلام 
واحد در انتهای هنرستان با لوکیشن عالی 
واحد صفر سه نبش با ویو عالی 
به صورت تک واحدی با
گرمایش از کف 
و کلیه امکانات روز دنیا 
.. bms ، پاک چوب ، داکت اسپیلت ، شیرالات تو کار ، وان جکوزی ، اتاق مستر 
و…مبلغ 1 میلیارد رهن 
و مبلغ وام تا 600 میلیون الان دارد
شرایط پرداخت تماس بگیرید توضیح بدم خدمتتون",https://divar.ir/v/فروش-آپارتمان-۱۱۰-متری-۲-خوابه-در-محله-نیرو-هوایی/wZw-jZmw,2025-02-15
99متر،دو نبش،ابتدای مجیدیه,99,3٬350٬000٬000 تومان,2,1396,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری ندارد,"با سلام و احترام

99متر
دو نبش
لوکیشن عالی(ابتدای مجیدیه)
دسترسی عالی به تمامی امکانات
ویو عالی بدون مزاحمت
مجموعه شخصی ساز 15واحدی
لابی ورودی
واحد رو به کوچه 12متری
دلباز و غرق نور
دو خواب نورگیر
دو خواب کمد دیواری
❌بازدید آزاد❌


         ⚜️کانون کارگزاری املاک الهیه⚜️
              ⚜️برادران دهقان نژاد⚜️

⚫آپارتمان شما را نقدا خریداریم⚫


ادرس دفتر؛بین الهیه16و18",https://divar.ir/v/۹۹متر-دو-نبش-ابتدای-مجیدیه/wZwi0L2o,2025-02-15
225متر مدرن * فول مشاعات / تک واحدی,225,25٬500٬000٬000 تومان,3,1402,3,6,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش فن کوئل | گرمایش فن کوئل | تأمین‌کننده آب گرم پکیج,"مشاورین املاک برنتین

225 متر

سوپر مدرن

بهترین لوکشین بلوار سجاد

پلان اختصاصی و تفکیک شده

نور شمال، جنوب

ویو مشجر و بدون مشرف


لاین اسانسور KONE

تمام متریال از برندهای شاخص اروپایی (..... Hansgrohe Schneider = TOTO)

آشپزخانه فول فرنیش

مشاعات هتلینگ با طراحی اروپایی

لابی مجلل با ارتفاع سقف 8 متر

سالن اجتماعات مبله با دید مشجر

سالن جیم مجهز / روف گاردن 4 فصل

مشاور متخصص در منطقه سجاد 
عبدی",https://divar.ir/v/۲۲۵متر-مدرن-فول-مشاعات-تک-واحدی/wZRCwBFk,2025-02-15
هاشمیه(قبل پیروزی) 110متری بازسازی شده فول,110,5٬500٬000٬000 تومان,2,1393,1,4,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف پارکت چوب | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,">>>>mohammad haghighi<<<<
خرید این ملک یعنی تامین همه خواستهایتان

هاشمیه(قبل پیروزی)_110متر_موقعیت مکانی عالی
4طبقه 8واحد طبقه اول(واحد جلو)
کف پارکت کابینت هایگلس
2خواب شیک(بسیار خوش نقشه)
پارکینگ اختصاصی،انباری،تراس،آسانسور
-------------------------------------------------------------------
دسترسی آسان به امکان رفاهی
فایل های مشابه موجود است
-------------------------------------------------------------------
دوست و مشاور شما محمد حقیقی
مسکن کومه هنرستان 13",https://divar.ir/v/هاشمیه-قبل-پیروزی-110متری-بازسازی-شده-فول/wZwOFXkW,2025-02-15
آپارتمان،58متر،شفا,58,1٬280٬000٬000 تومان,1,1403,Not Found,Not Found,تعداد واحد در طبقه: ۴ | سند: قول‌نامه‌ای | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری ندارد | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"⚜️کارگزاری املاک عمارت⚜️

▪️▪️▪️متریال:58متر
▪️▪️▪️طبقه:همکف
▪️▪️▪️میلان:12متری
▪️▪️▪️یک خواب
▪️▪️▪️درب ضد سرقت
▪️▪️▪️کابینت mdf
▪️▪️▪️صفر و فول
▪️▪️▪️گاز رومیزی و هود
▪️▪️▪️جا پارک فراوان
《موارد مُشابه موجود میباشد.》
《برای اطلاعات بیشتر تماس بگیرید.》
آدرس املاک:ایثارگران16،بین محجوب 4و6
                    ((املاک عمارت))",https://divar.ir/v/آپارتمان-58متر-شفا/wZSiwKfv,2025-02-15
آپارتمان 110 متری شیخ مفید 51,110,4٬350٬000٬000 تومان,2,1384,2,4,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری | بالکن | جنس کف پارکت چوب | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم پکیج,"آپارتمان 110 متری 
دوخوابه کمد دیواری و تخت تاشو و دراور تکمیل 
آشپزخانه بزرگ 
دوممر از شیخ مفید و آموزگار 
غرق در نور 
سند دار ، وام 960 میلیون ک استفاده نشده 
پارکینگ و انباری و تراس و محیط بسیار آروم و دسترسی به همه چی
آسانسور ندارد 
50 متر عرصه 
بسیار موقعیت عالی با تخفیف عالی برای مشتری نقد",https://divar.ir/v/آپارتمان-110-متری-شیخ-مفید-51/wZwKl_RU,2025-02-15
آپارتمان شیک 100متری/2خوابه/نوساز/صیاد23/غرق نور,100,4٬900٬000٬000 تومان,2,1398,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"⚜️⚜️⚜️⚜️⚜️آپارتمان زیر فی ⚜️⚜️⚜️⚜️⚜️
————————————————————————-
✍️آپارتمان100متری/2خوابه
✍️صیاد23>>نور7
✍️کف سرامیک
✍️مشاعات فول»دوربین مداربسته
✍️فروش فوری زیر فی به مدت محدود
✍️همه واحدها مالک 
✍️نوساز شیک
✍️کابینت هایگلس 
✍️بدون کوچکترین هزینه
✍️واحد شمالی»»نورگیری عالی
✍️فوق العاده خوش نقشه
✍️پارکینگ اختصاصی/درب برقی
✍️آسانسور 7نفره
✍️5طبقه 7واحد
✍️دو واحدی
——————————————————
✅قابل رهن به مبلغ 800میلیون
✔️مناسب سرمایه گذاری و سکونت

✍️مشاور شما:خانم آزاد",https://divar.ir/v/آپارتمان-شیک-۱۰۰متری-۲خوابه-نوساز-صیاد۲۳-غرق-نور/wZwuFgO1,2025-02-15
آپارتمان 135 متری شمالی سر نبش,135,4٬500٬000٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"آپارتمان 135 متری شمالی سر نبش از ساختمان ترنج3 برند منطقه 
سه خواب نورگیر
 آشپزخانه و پذیرایی نورگیر 
دارای دو حمام مستر و معمولی
سرویس ایرانی و فرنگی
سرمایش و گرمایش هوا ساز
سرامیک کف 100×100
 ویو ابدی بدون مشرف
پارکینگ و آسانسور 
سنددار
ارزش ملک با توجه به موقعیتش بیش از اینه. بخاطر اینکه پول لازم هستم قیمتش رو پائین آوردم",https://divar.ir/v/آپارتمان-۱۳۵-متری-شمالی-سر-نبش/wZF6UrIE,2025-02-15
فروش آپارتمان 100 متری 2 خوابه طبقه 1 در کشاورز,100,1٬100٬000٬000 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری,"آپارتمان نوساز پیش فروش اخراشه دارم تکمیلش میکنم سفیدکاری داره میشه تحویل قبل سال 
واقع در توس 33 کشف شمشاد1/4",https://divar.ir/v/فروش-آپارتمان-۱۰۰-متری-۲-خوابه-طبقه-۱-در-کشاورز/wZwyFwgS,2025-02-15
113 متری جلال لوکیشن قبل آموزگار کابینت چوب,113,4٬850٬000٬000 تومان,3,1389,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری,"⚜️با سلام و احترام⚜️

✅️113 متری لوکشین جلال ال احمد

✅️دسترسی به خیابان و بازار عالی

✅️طبقه اول

✅️کابینت روکش چوب با صفحه کابینت سنگ

✅️ سرمایش کولر گازی، گرمایش پکیج

✅️ 3خواب 

✅️ اجرای کاغذ دیواری و قاب بندی روی دیوارها

✅️کف حال پذیرایی سرامیک 1در1

✅️ مجموعه کلا 4واحد

✅️پارکینگ ، تراس ، انباری

✅️موارد مشابه موجوده 

و....

⚜️املاک قارداش⚜️",https://divar.ir/v/۱۱۳-متری-جلال-لوکیشن-قبل-آموزگار-کابینت-چوب/wZLiEj-t,2025-02-15
